"","aoi_id","aoi_name","section_id","recording_id","fixation_id","fixation_duration.ms","folder"
"24","1b66141b-767b-43c2-a4ad-0786eb2107a9","hands","53222140-c9e6-4e7c-9ece-6f9d89266783","7fe66918-fc48-4435-9aa2-fbdd31ecc621","6","268","01-mY_csv"
"25","ddbbc193-f561-41b2-8f86-ff8f21aa4ed8","face","53222140-c9e6-4e7c-9ece-6f9d89266783","7fe66918-fc48-4435-9aa2-fbdd31ecc621","4","1556","01-mY_csv"
"26","ddbbc193-f561-41b2-8f86-ff8f21aa4ed8","face","53222140-c9e6-4e7c-9ece-6f9d89266783","7fe66918-fc48-4435-9aa2-fbdd31ecc621","5","144","01-mY_csv"
"27","1b66141b-767b-43c2-a4ad-0786eb2107a9","hands","2df78c16-799f-4de8-a1bf-091337abc257","8dbbf9fe-30c5-49ca-918d-902bec90f8ed","28","15728","01-mY_csv"
"28","ddbbc193-f561-41b2-8f86-ff8f21aa4ed8","face","3ce4504a-a6f3-45e0-97c1-0f566d6a2e1e","8fecd5d3-09af-4f40-95bc-1c76b4adf438","31","1012","01-mY_csv"
"29","ddbbc193-f561-41b2-8f86-ff8f21aa4ed8","face","3ce4504a-a6f3-45e0-97c1-0f566d6a2e1e","8fecd5d3-09af-4f40-95bc-1c76b4adf438","32","1356","01-mY_csv"
"30","ddbbc193-f561-41b2-8f86-ff8f21aa4ed8","face","1f3aea9d-a2e9-46ca-a931-d7a11278dbcf","a0a49152-c90b-4e5d-bb89-a29782681145","18","1452","01-mY_csv"
"31","ddbbc193-f561-41b2-8f86-ff8f21aa4ed8","face","1f3aea9d-a2e9-46ca-a931-d7a11278dbcf","a0a49152-c90b-4e5d-bb89-a29782681145","19","492","01-mY_csv"
"32","ddbbc193-f561-41b2-8f86-ff8f21aa4ed8","face","f98e0561-96f6-48ea-9635-474077271b19","a92229a7-2f88-4b32-ba22-2ef9c7466682","10","1344","01-mY_csv"
"33","ddbbc193-f561-41b2-8f86-ff8f21aa4ed8","face","f8363683-8444-436a-94b5-11062d026bf1","b6047184-9e37-49bf-bb76-ce99f6eb1ec7","19","1928","01-mY_csv"
